0	0
10	55
20	126
30	184
40	287
50	379
60	429
70	528
80	648
90	768
100	858
110	918
120	978
130	1059
140	1189
150	1319
160	1449
170	1579
180	1709
190	1839
200	1915
210	1985
220	2055
230	2125
240	2195
250	2265
260	2370
270	2510
280	2650
290	2790
300	2930
310	3070
320	3210
330	3350
340	3490
350	3630
360	3770
370	3910
380	4050
390	4148
400	4228
410	4308
420	4388
430	4468
440	4548
450	4628
460	4708
470	4788
480	4868
490	4948
500	5028
510	5108
520	5251
530	5401
540	5551
550	5701
560	5851
570	6001
580	6151
590	6301
600	6451
610	6601
620	6751
630	6901
640	7051
650	7201
660	7351
670	7501
680	7651
690	7801
700	7951
710	8101
720	8251
730	8401
740	8551
750	8701
760	8851
770	8983
780	9073
790	9163
800	9253
810	9343
820	9433
830	9523
840	9613
850	9703
860	9793
870	9883
880	9973
890	10063
900	10153
910	10243
920	10333
930	10423
940	10513
950	10603
960	10693
970	10783
980	10873
990	10963
1000	11053
1010	11143
1020	11233
1030	11372
1040	11532
1050	11692
1060	11852
1070	12012
1080	12172
1090	12332
1100	12492
1110	12652
1120	12812
1130	12972
1140	13132
1150	13292
1160	13452
1170	13612
1180	13772
1190	13932
1200	14092
1210	14252
1220	14412
1230	14572
1240	14732
1250	14892
1260	15052
1270	15212
1280	15372
1290	15532
1300	15692
1310	15852
1320	16012
1330	16172
1340	16332
1350	16492
1360	16652
1370	16812
1380	16972
1390	17132
1400	17292
1410	17452
1420	17612
1430	17772
1440	17932
1450	18092
1460	18252
1470	18412
1480	18572
1490	18732
1500	18892
1510	19052
1520	19212
1530	19372
1540	19502
1550	19602
1560	19702
1570	19802
1580	19902
1590	20002
1600	20102
1610	20202
1620	20302
1630	20402
1640	20502
1650	20602
1660	20702
1670	20802
1680	20902
1690	21002
1700	21102
1710	21202
1720	21302
1730	21402
1740	21502
1750	21602
1760	21702
1770	21802
1780	21902
1790	22002
1800	22102
1810	22202
1820	22302
1830	22402
1840	22502
1850	22602
1860	22702
1870	22802
1880	22902
1890	23002
1900	23102
1910	23202
1920	23302
1930	23402
1940	23502
1950	23602
1960	23702
1970	23802
1980	23902
1990	24002
2000	24102
2010	24202
2020	24302
2030	24402
2040	24502
2050	24623
2060	24793
2070	24963
2080	25133
2090	25303
2100	25473
2110	25643
2120	25813
2130	25983
2140	26153
2150	26323
2160	26493
2170	26663
2180	26833
2190	27003
2200	27173
2210	27343
2220	27513
2230	27683
2240	27853
2250	28023
2260	28193
2270	28363
2280	28533
2290	28703
2300	28873
2310	29043
2320	29213
2330	29383
2340	29553
2350	29723
2360	29893
2370	30063
2380	30233
2390	30403
2400	30573
2410	30743
2420	30913
2430	31083
2440	31253
2450	31423
2460	31593
2470	31763
2480	31933
2490	32103
2500	32273
2510	32443
2520	32613
2530	32783
2540	32953
2550	33123
2560	33293
2570	33463
2580	33633
2590	33803
2600	33973
2610	34143
2620	34313
2630	34483
2640	34653
2650	34823
2660	34993
2670	35163
2680	35333
2690	35503
2700	35673
2710	35843
2720	36013
2730	36183
2740	36353
2750	36523
2760	36693
2770	36863
2780	37033
2790	37203
2800	37373
2810	37543
2820	37713
2830	37883
2840	38053
2850	38223
2860	38393
2870	38563
2880	38733
2890	38903
2900	39073
2910	39243
2920	39413
2930	39583
2940	39753
2950	39923
2960	40093
2970	40263
2980	40433
2990	40603
3000	40773
3010	40943
3020	41113
3030	41283
3040	41453
3050	41623
3060	41793
3070	41963
3080	42079
3090	42189
3100	42299
3110	42409
3120	42519
3130	42629
3140	42739
3150	42849
3160	42959
3170	43069
3180	43179
3190	43289
3200	43399
3210	43509
3220	43619
3230	43729
3240	43839
3250	43949
3260	44059
3270	44169
3280	44279
3290	44389
3300	44499
3310	44609
3320	44719
3330	44829
3340	44939
3350	45049
3360	45159
3370	45269
3380	45379
3390	45489
3400	45599
3410	45709
3420	45819
3430	45929
3440	46039
3450	46149
3460	46259
3470	46369
3480	46479
3490	46589
3500	46699
3510	46809
3520	46919
3530	47029
3540	47139
3550	47249
3560	47359
3570	47469
3580	47579
3590	47689
3600	47799
3610	47909
3620	48019
3630	48129
3640	48239
3650	48349
3660	48459
3670	48569
3680	48679
3690	48789
3700	48899
3710	49009
3720	49119
3730	49229
3740	49339
3750	49449
3760	49559
3770	49669
3780	49779
3790	49889
3800	49999
3810	50109
3820	50219
3830	50329
3840	50439
3850	50549
3860	50659
3870	50769
3880	50879
3890	50989
3900	51099
3910	51209
3920	51319
3930	51429
3940	51539
3950	51649
3960	51759
3970	51869
3980	51979
3990	52089
4000	52199
4010	52309
4020	52419
4030	52529
4040	52639
4050	52749
4060	52859
4070	52969
4080	53079
4090	53189
4100	53334
4110	53514
4120	53694
4130	53874
4140	54054
4150	54234
4160	54414
4170	54594
4180	54774
4190	54954
4200	55134
4210	55314
4220	55494
4230	55674
4240	55854
4250	56034
4260	56214
4270	56394
4280	56574
4290	56754
4300	56934
4310	57114
4320	57294
4330	57474
4340	57654
4350	57834
4360	58014
4370	58194
4380	58374
4390	58554
4400	58734
4410	58914
4420	59094
4430	59274
4440	59454
4450	59634
4460	59814
4470	59994
4480	60174
4490	60354
4500	60534
4510	60714
4520	60894
4530	61074
4540	61254
4550	61434
4560	61614
4570	61794
4580	61974
4590	62154
4600	62334
4610	62514
4620	62694
4630	62874
4640	63054
4650	63234
4660	63414
4670	63594
4680	63774
4690	63954
4700	64134
4710	64314
4720	64494
4730	64674
4740	64854
4750	65034
4760	65214
4770	65394
4780	65574
4790	65754
4800	65934
4810	66114
4820	66294
4830	66474
4840	66654
4850	66834
4860	67014
4870	67194
4880	67374
4890	67554
4900	67734
4910	67914
4920	68094
4930	68274
4940	68454
4950	68634
4960	68814
4970	68994
4980	69174
4990	69354
5000	69534
5010	69714
5020	69894
5030	70074
5040	70254
5050	70434
5060	70614
5070	70794
5080	70974
5090	71154
5100	71334
5110	71514
5120	71694
5130	71874
5140	72054
5150	72234
5160	72414
5170	72594
5180	72774
5190	72954
5200	73134
5210	73314
5220	73494
5230	73674
5240	73854
5250	74034
5260	74214
5270	74394
5280	74574
5290	74754
5300	74934
5310	75114
5320	75294
5330	75474
5340	75654
5350	75834
5360	76014
5370	76194
5380	76374
5390	76554
5400	76734
5410	76914
5420	77094
5430	77274
5440	77454
5450	77634
5460	77814
5470	77994
5480	78174
5490	78354
5500	78534
5510	78714
5520	78894
5530	79074
5540	79254
5550	79434
5560	79614
5570	79794
5580	79974
5590	80154
5600	80334
5610	80514
5620	80694
5630	80874
5640	81054
5650	81234
5660	81414
5670	81594
5680	81774
5690	81954
5700	82134
5710	82314
5720	82494
5730	82674
5740	82854
5750	83034
5760	83214
5770	83394
5780	83574
5790	83754
5800	83934
5810	84114
5820	84294
5830	84474
5840	84654
5850	84834
5860	85014
5870	85194
5880	85374
5890	85554
5900	85734
5910	85914
5920	86094
5930	86274
5940	86454
5950	86634
5960	86814
5970	86994
5980	87174
5990	87354
6000	87534
6010	87714
6020	87894
6030	88074
6040	88254
6050	88434
6060	88614
6070	88794
6080	88974
6090	89154
6100	89334
6110	89514
6120	89694
6130	89874
6140	90054
6150	90192
6160	90312
6170	90432
6180	90552
6190	90672
6200	90792
6210	90912
6220	91032
6230	91152
6240	91272
6250	91392
6260	91512
6270	91632
6280	91752
6290	91872
6300	91992
6310	92112
6320	92232
6330	92352
6340	92472
6350	92592
6360	92712
6370	92832
6380	92952
6390	93072
6400	93192
6410	93312
6420	93432
6430	93552
6440	93672
6450	93792
6460	93912
6470	94032
6480	94152
6490	94272
6500	94392
6510	94512
6520	94632
6530	94752
6540	94872
6550	94992
6560	95112
6570	95232
6580	95352
6590	95472
6600	95592
6610	95712
6620	95832
6630	95952
6640	96072
6650	96192
6660	96312
6670	96432
6680	96552
6690	96672
6700	96792
6710	96912
6720	97032
6730	97152
6740	97272
6750	97392
6760	97512
6770	97632
6780	97752
6790	97872
6800	97992
6810	98112
6820	98232
6830	98352
6840	98472
6850	98592
6860	98712
6870	98832
6880	98952
6890	99072
6900	99192
6910	99312
6920	99432
6930	99552
6940	99672
6950	99792
6960	99912
6970	100032
6980	100152
6990	100272
7000	100392
7010	100512
7020	100632
7030	100752
7040	100872
7050	100992
7060	101112
7070	101232
7080	101352
7090	101472
7100	101592
7110	101712
7120	101832
7130	101952
7140	102072
7150	102192
7160	102312
7170	102432
7180	102552
7190	102672
7200	102792
7210	102912
7220	103032
7230	103152
7240	103272
7250	103392
7260	103512
7270	103632
7280	103752
7290	103872
7300	103992
7310	104112
7320	104232
7330	104352
7340	104472
7350	104592
7360	104712
7370	104832
7380	104952
7390	105072
7400	105192
7410	105312
